id,name,category,sub_category,address,lng,lat
15294,汇万客生活超市(右岸店),supermarket,060400,唐大楼路与巢湖南路交叉口右岸景苑B区西门S5号楼101,117.338461,31.829766
15295,年裕生活超市(地矿家园店),supermarket,060400,当涂支路和昌都汇华府二期一层商146号,117.308375,31.823371
15296,邻鲜生生活超市,supermarket,060400,唐大楼路与巢湖南路交叉口西南140米,117.338353,31.830053
15297,锦田生活超市,supermarket,060400,祁门路与葛大店路交口,117.30943,31.813243
15298,联购超市(高铁路),supermarket,060400|060200,高铁路滨江花月二期保安室对面,117.314969,31.80381
15299,都市联华生活超市(隆岗店),supermarket,060703|060400,城东街道城东街道合裕路隆岗新村3号楼对面,117.322401,31.848273
15300,天润发大型超市(聚福家园店),supermarket,060400,聚福家园,117.342168,31.840972
15301,怡家华联超市(安鲜市集店),supermarket,060400,大强路睦邻中心一层002号,117.314949,31.80497
15302,红尚超市(新里海顿公馆东区店),supermarket,060400,海顿公馆四期1号楼,117.310313,31.830868
15303,百润发生活超市(南淝河路店),supermarket,060400,王大郢新村A区西南1门东70米,117.316232,31.838325
15304,好又多精品生活超市坪塘王路,supermarket,060400,黄平路6号,117.329117,31.822469
15305,金佰烟酒超市中国福利彩票(和昌·都汇华府店),supermarket,060400,皖江支路和昌都汇华府19栋110室,117.309924,31.822345
15306,喜惠来超市(珠光南苑东区店),supermarket,060400|060200,淝河镇当涂支路珠光南苑东区门面,117.30657,31.820942
15307,全家福生活超市(力高·柏林春天店),supermarket,060400,马鞍山南路399号柏林春天18幢104,117.301187,31.826654
15308,恒威烟酒茶,supermarket,060200|060400,当涂支路与南淝河支路交叉路口碧湖云溪2期104商铺,117.314718,31.832056
15309,联阚超市(新都会联邦花园店),supermarket,060400,新都会联邦花园南门旁,117.303492,31.839933
15310,广丰便利超市(包河花园C区店),supermarket,060200|060400,包河花园C区北门旁,117.33601,31.800821
15311,好乐购超市(当涂支路店),supermarket,060400|060200,当涂支路,117.314065,31.831945
15312,快赣超市(珠光花园2期店),supermarket,060400,珠光花园北门旁(朱岗地铁站B口步行490米),117.303341,31.828204
15313,永爱烟酒超市(美生·滨江花月店),supermarket,061210|060400|060200,包河大道368号滨江花月小区秀水苑1幢商业104,117.310925,31.803152
15314,永福超市(金地国际城店),supermarket,060400,马鞍山路与九华山路交叉口金地国际城,117.302262,31.837753
15315,昭辉便利店,supermarket,060400|060200,包河大道滨江花月二期内街商108-109号,117.314653,31.803867
15316,佳曦乐超市(临环苑店),supermarket,060400,牯牛降路临环苑2幢商101-102,117.310081,31.80551
15317,乐鲜生鲜超市(包河店),supermarket,060400,太湖东路111号(朱岗地铁站F口步行240米),117.306568,31.831823
15318,利豆超市(淝河·安百苑店),supermarket,060400,淝河·安百苑A区东门南350米,117.321081,31.815289
15319,欢乐购超市(龙川路店),supermarket,060400,仁和家园10-1(葛大店南地铁站B口步行140米),117.315232,31.808568
15320,华家金超市(文昌新村A区店),supermarket,060400,文昌家园2栋,117.310228,31.8412
15321,阳光超市(阳光上南店),supermarket,060400|060200,阳光上南·嘉园西南门旁,117.314089,31.83947
15322,鑫禹泽烟酒茶行超市,supermarket,060400,三期A区21栋116号,117.318881,31.823541
15323,庐荣仁和超市,supermarket,060200|060400,淝河镇葛大店仁和家园,117.314543,31.808018
15324,春谷生活超市(文昌雅居店),supermarket,060400|060200,周谷堆淝河路文昌雅居2幢,117.311525,31.841225
15325,百润万家超市(五里庙店),supermarket,060400,巢湖南路五里庙农贸市场旁,117.323781,31.839181
15326,鸣鸣百货超市,supermarket,060400,城东街道合裕路螺岗小学前一百米,117.330508,31.849185
15327,品德诚信超市,supermarket,060400,枞阳路兴业商住楼,117.346159,31.846427
15328,嘉尔惠生活超市(当涂路店),supermarket,060400,碧湖云溪二期缘尚东北门旁,117.315594,31.831963
15329,旺和酒水超市,supermarket,060200|060400,葛大店花园路仁和家园农家超(葛大店南地铁站B口旁),117.314676,31.808853
15330,惠加友超市(地矿家园店),supermarket,060400,地矿家园西南门西100米,117.305654,31.823994
15331,睿和超市(力高·柏林春天店),supermarket,060400,马鞍山路399号柏林春天13幢101门面,117.30075,31.826764
15332,乡约超市(绿洲花园店),supermarket,060400,绿洲花园旁边巢湖南路189号,117.309994,31.848049
15333,易家生活网上超市,supermarket,060400,南淝河路与周谷堆路交叉口南20米,117.308464,31.84237
15334,麦凯汇生鲜超市(青通河路店),supermarket,060400,青通河路京华家居城A8号,117.325068,31.831439
15335,福乐源超市(淝河大厦店),supermarket,060400,淝河镇淝河大厦,117.328855,31.82926
15336,福锦来超市(金隅大成郡西苑店),supermarket,060400,金隅大成郡西苑南门旁(尧渡河路地铁站F口步行480米),117.321864,31.829275
15337,庐小青生鲜超市(淝河佳苑店),supermarket,060703|060400,淝河路与当涂路交叉口向南500米,117.316726,31.829683
15338,永佳超市(李城路店),supermarket,060400,淝河镇巢湖南路与新港路交口铝材城对面,117.342926,31.82843
15339,兴福兴超市(元一·柏庄店),supermarket,060200|060400,巢湖南路88号元一·柏庄,117.315271,31.843726
15340,金中百货超市(一尔悦城店),supermarket,060400,滨河路一尔悦城C3幢,117.339466,31.841434
15341,鸿发百货超市(安徽五金商贸城店),supermarket,060400,大兴镇新周谷堆水果市场内,117.322819,31.825628
15342,璟语畅商贸,supermarket,060400,巢湖南路87号,117.319831,31.843268
15343,世纪华联超市(万振逍遥苑店),supermarket,060400,万振逍遥苑4期,117.308825,31.833275
15344,大刘超市(元一·柏庄店),supermarket,060400,铜陵路元一柏庄18栋101室,117.31669,31.840954
15345,合肥市包河区森川超市,supermarket,060200|060400,歙县路与唐模路交叉口东80米,117.321925,31.816825
15346,合肥盛驿家生活超市(幸福雅苑A区店),supermarket,060400,幸福雅苑东1门旁,117.313631,31.814818
15347,伍年mini生鲜便利店(南淝河路店),supermarket,060400,尧渡河路华中汽配大市场,117.331854,31.825855
15348,沃联盟锐凯甄选超市,supermarket,060400,铜陵南路199号蓝鼎·星河府,117.314076,31.843679
15349,裕峰生活超市(文昌雅居店),supermarket,060400,淝河路文昌雅居7栋一楼,117.311336,31.84221
15350,棒多棒日用百货超市(万振逍遥苑店),supermarket,060400,万振逍遥苑4期,117.308989,31.833667
15351,天泓超市(文昌雅居店),supermarket,060400,骆岗街道铜陵路与淝河路交口文昌雅居10栋,117.312432,31.842182
15352,老粮站连锁超市(包河店),supermarket,060400,置地·同和民康丹桂园,117.319062,31.803286
15353,红松超市(包河花园C区店),supermarket,060400,包河花园C区北门西100米,117.335282,31.800716
15354,康园生活超市(文昌雅居店),supermarket,060400,周谷堆淝河路文昌雅居,117.311425,31.841262
15355,好又多超市,supermarket,060400,望湖中路与包河大道辅路交叉口西180米,117.302725,31.811175
15356,好又多生活超市,supermarket,060400,天井湖路与幸福路交叉口西40米,117.348075,31.842775
15357,好又多超市(新中泰国际大厦店),supermarket,060400,新中泰大厦,117.308243,31.806916
15358,e岸超市(安工院店),supermarket,060400,巢湖南路1号安徽工业经济职业技术学院院内,117.330484,31.820009
15359,贝店·鲜惠多·生鲜省钱超市,supermarket,060400,枞阳路与团结路交叉口西南60米,117.34615,31.846992
15360,防盗门超市,supermarket,060400,桥集路与裕溪路辅路交叉口南180米,117.335536,31.846366
15361,蚂蚁嘉吉超市(包河店),supermarket,060400,望湖街道启扉篮球(安百苑店),117.317675,31.818625
15362,每日U选生活超市,supermarket,060400,南一环与巢湖南路交口东南角150米从北向南89号,117.308111,31.849495
15363,世纪华联超市(安徽工业经济职业技术学院东区店),supermarket,060400,尚新路与映山路交叉口南180米,117.331075,31.816654
15364,军誉生活超市(元一·柏庄店),supermarket,060400,巢湖南路88号元一·柏庄,117.315316,31.841621
15365,永恒超市(太湖路店),supermarket,060200|060400,万振逍遥苑南门旁(朱岗地铁站F口步行250米),117.304776,31.832327
15366,许露晨烟酒商店,supermarket,061210|060400,华中汽配城A8-20,117.332474,31.826058
15367,振强烟酒商贸,supermarket,061210|060400,屯溪路风和园30幢第一间门面,117.302015,31.848655
15368,包河世纪华联优鲜(太平湖路店),supermarket,060400,太平湖路与历口路交叉口西60米,117.326429,31.80624
15369,樊文花面部护理(马鞍山南路绿地赢海店),supermarket,060400,同安街道合家福马鞍山路购物中心店太湖路一侧36号商铺,117.302875,31.832425
15370,屈臣氏(加侨国际广场店)(暂停营业),supermarket,060411,马鞍山路交口加侨国际广场负一层,117.301525,31.815475
15371,比比客中式快餐(金中环广场店),supermarket,060200|060400,望湖街道望江路和万岗路交叉口金中环广场120商铺,117.304525,31.827975
15372,盒马鲜生(宝业东城广场店),supermarket,060400,长江东路504号宝业奥莱B1层(东七里地铁站F口旁),117.336993,31.869512
15373,盒马鲜生(合肥坝上吾悦广场店),supermarket,060400,芜湖路合肥坝上吾悦广场2层,117.307452,31.860476
15374,永辉超市(宝文店),supermarket,060400,站西路1号(鸭林冲地铁站A口步行301米),117.309365,31.886036
15375,合家福超市(临泉东路店),supermarket,060400,临泉东路3368号香格里拉花园旁合家福超市,117.333476,31.877157
15376,盒马鲜生(瑶海天地店),supermarket,060400,瑶海天地BYMALL(东七里地铁站D口步行90米),117.336815,31.866681
15377,永辉超市(合肥市包河万达店),supermarket,060400,马鞍山路130号万达广场B1层,117.303093,31.85671
15378,永辉超市(瑶海万达店),supermarket,060400,临泉东路与和县路交口万达广场B1层,117.349114,31.877414
15379,悦活里超市(家天下店),supermarket,060400,家天下生活广场B1层,117.326547,31.895419
15380,来优品省钱超市(武里山天街店),supermarket,060400|061200,武里山路286号武里山天街商业中心1栋商150、151、152,117.32034,31.899216
15381,合家福超市(合肥瑶海西路店),supermarket,060400,中兴西湖花园东北2门旁,117.322061,31.889503
15382,合家福连锁超市(全椒路店),supermarket,060400,东一环路32号,117.313148,31.860989
15383,合家福(昆山兰蔻金鹰国际购物中心店),supermarket,060400,和平路260号靠近四星大厦,117.316743,31.856396
15384,好特卖HotMaxx(宝业奥莱店),supermarket,060400,长江东路504号宝业奥莱1F层,117.336899,31.869483
15385,北京华联和平路购物中心,supermarket,060404,和平路118号(唐桥地铁站D口步行360米),117.331417,31.855425
15386,庐州生活超市,supermarket,060400|060200,长江东路658号,117.323647,31.868769
15387,合肥合家福(来安花园店),supermarket,060400,来安花园东南门西南130米,117.318353,31.859653
15388,满家生鲜(三里街店),supermarket,060703|060400,东苑新村西北1门旁(三里街地铁站D口步行420米),117.312694,31.869613
15389,好市发超市(凤阳东路店),supermarket,060400|060200,全椒路与凤阳东路交叉口,117.315183,31.873055
15390,邻几便利店(温莎国际广场店),supermarket,060200|060400,长淮街道胜利路196号温莎国际广场一层,117.309675,31.874828
15391,好又多超市(信地·城市广场店),supermarket,060400,信地藏龙阁,117.319293,31.874571
15392,爱心缘生活超市(宝业·城市绿苑店),supermarket,060200|060400,裕溪路与南陵路交叉口西北100米,117.324624,31.850189
15393,可乐生活超市(滁州路店),supermarket,060400,胜利路粮食局宿舍西南(滁州路)280号,117.303429,31.866538
15394,好朋友超市(淮北新村店),supermarket,060200|060400,琅琊山路8号(三里街地铁站D口步行120米),117.312347,31.867745
15395,日之惠超市(铜陵路店),supermarket,060400,铜陵路街道铜陵路340号纺控商住楼,117.323505,31.866072
15396,福安生活超市(铁山路店),supermarket,060400,梦和苑2期东区西门旁,117.335901,31.860534
15397,好市发超市(方桥店),supermarket,060400,新海大道与当涂北路交叉口晨阳世纪城3栋B1层,117.33931,31.896135
15398,谊品生鲜(森海豪庭店),supermarket,060703|060400,临泉路森海豪庭5幢103-104,117.338343,31.876547
15399,来优品省钱超市(恒大广场店),supermarket,060400,明光路518号,117.300153,31.876155
15400,天客来超市(圣大国际商贸中心店),supermarket,060400|060200,长江东路1137号圣大国际商贸中心F1层,117.303928,31.863294
15401,好家美生活超市,supermarket,060400|060200,,117.332527,31.862546
15402,生鲜壹号水果超市(万豪花园店),supermarket,060703|060400,长淮街道临泉路万豪花园6B幢313室,117.314518,31.878138
15403,海客华联超市(铁静苑店),supermarket,060400,新蚌埠路与北二环路交口铁静苑东门4号门面,117.310124,31.8946
15404,世纪华联超市(橘郡万绿园店),supermarket,060400,临泉路橘郡·万绿园C1-1214号,117.326992,31.876252
15405,迪购超市(恒大广场店),supermarket,060400,恒大中央广场大都会41栋负一楼B120,117.305114,31.871764
15406,千依悦生活超市(铁静苑店),supermarket,060400,北二环路铁静苑A区20幢1号,117.306967,31.894216
15407,年年好超市(新蚌埠路店),supermarket,060400,滨河路银马公寓2栋商204室,117.30109,31.885489
15408,美佳乐精品生活超市(扶疏路店),supermarket,060400,武里山路与家天下生活广场翡翠2街交叉口东120米,117.320157,31.896286
15409,开轩生活超市(临泉路店),supermarket,060400,临泉路胜利农贸市场1栋29号,117.302887,31.884616
15410,惠佳超市(瑶海店),supermarket,060400,晨阳世纪城5幢102号(新海公园地铁站C口步行90米),117.340817,31.896319
15411,便民生活超市,supermarket,060400|060200,建设小区(大东门地铁站C口步行390米),117.303498,31.866257
15412,中星城超市(时代花园店),supermarket,060400|060200,元一时代花园西南门旁(长淮地铁站D口步行90米),117.308148,31.876675
15413,惠家生活超市,supermarket,060400,张洼路118号新恒生大厦F1层,117.308678,31.889568
15414,吉买生活超市(全椒路店),supermarket,060400,全椒路玫瑰苑2期6栋103,117.315376,31.874414
15415,福家家超市(五洲商城B区2栋店),supermarket,060400,站前路新火车站五洲商城B区2幢,117.311835,31.883324
15416,鑫联生活超市(金兴苑店),supermarket,060400|060200,金兴苑(广场东路与蚌珍路交叉口),117.317502,31.883162
15417,银都苑超市,supermarket,060400,淮南路地铁站B1口步行380米,117.300023,31.88702
15418,庐小青生鲜超市(敬亭山路店),supermarket,060400,敬亭山路与鼓乡路向北200米,117.314487,31.876391
15419,多多便利超市,supermarket,060400,中翔·新东城公寓北门旁,117.324726,31.867275
15420,金客来烟酒超市(中州世纪广场B座店),supermarket,061210|060400|060200,北一环路与胜利路交口西北侧中星城2号楼西北方向30米,117.306189,31.878647
15421,谊品生鲜生活超市(凤阳东路店),supermarket,060703|060400|060200,凤阳东路,117.334088,31.871531
15422,大通路农家超市,supermarket,060703|060400,大通路32号,117.317302,31.859398
15423,百优邻家超市(福满华庭店),supermarket,060400,福满华庭东北门旁,117.342999,31.858785
15424,AA百货超市(家天下店),supermarket,060400,铜陵北路与白居易路交叉口东南角香江生态丽景商业37幢101门面,117.328695,31.897206
15425,百家智超市(姚大塘新村店),supermarket,060400,三里街街道临淮路3号楼109室,117.314712,31.870076
15426,晶品冠生活超市,supermarket,060400,华贝小区西门旁,117.344197,31.872285
15427,张坤生鲜超市(福满华庭店),supermarket,060400,福满华庭东北门旁,117.34312,31.858725
15428,喜邻汇生活超市(宝业东城店),supermarket,060400,东七里地铁站A口步行390米,117.33913,31.872367
15429,世纪华联优鲜超市(新海家园新合作邻里中心新安江路店),supermarket,060400,新合作邻里中心新海西苑店西北门南70米,117.348375,31.864775
15430,福祥超市(福海新居店),supermarket,060400|060200,福海新居c栋(东七里地铁站C口步行320米),117.338692,31.865577
15431,诚价超市(新海尚宸家园店),supermarket,060200|060400,新海尚宸家园7栋103门面,117.342953,31.898955
15432,顺发超市(梦和雅居店),supermarket,060400|060200,梦和雅居一期南门旁,117.332809,31.86004
15433,沃森超市(和昌店),supermarket,060400,和昌香樟原著北门旁,117.310862,31.899488
15434,百乐超市(太极路店),supermarket,060200|060400,巴黎春天爱丽舍西门南50米,117.335966,31.888922
15435,乐汇优品(同济苹果嘉园店),supermarket,060400|060200,同济苹果嘉园南门旁,117.348051,31.876406
15436,恩群百货超市(民建大院店),supermarket,060603|060400,乐水路与和县路交口,117.349679,31.856409
15437,保刚百货超市,supermarket,060400|060200,兰亭园东门旁,117.301116,31.879762
15438,语之博烟酒超市,supermarket,061210|060400,梦和雅居二期北门旁,117.333296,31.859511
15439,月诺星生活超市(凤阳东路店),supermarket,060400,明珠小区南门旁,117.325574,31.872132
15440,汤舒超市,supermarket,060400,临泉路红星村3幢103,117.310825,31.880867
15441,联众超市,supermarket,060400|060200,橘郡万绿园h5b幢102室,117.329181,31.872348
15442,惠久超市(快达小康苑店),supermarket,060400|060200,三十头镇长江东路524号1号商住楼,117.335437,31.868008
15443,客隆超市(站前东路店),supermarket,060400,站前东路东升花园大门口s1-101,117.345367,31.878449
15444,正元生活超市(凤阳东路店),supermarket,060400,凤阳东路18号,117.334353,31.872237
15445,旺升玉见烟酒超市(保利熙悦府店),supermarket,060400,大通路街道裕溪路1155号,117.316947,31.85219
15446,家乐多超市(宝业·城市绿苑北区店),supermarket,060400,大通路街道创业一条街75号,117.321976,31.853607
15447,千家惠超市(信达·格兰云天店),supermarket,060400|060200,信达·格兰云天二期北门旁,117.339725,31.892895
15448,惠尔乐超市(铜凤大厦店),supermarket,060200|060400,铜陵北路10号铜凤大厦F1层,117.323675,31.872425
15449,芙蓉兴盛便利超市(中翔·盛景名苑店),supermarket,060400|060200,城东街道裕溪路中翔盛景名苑122号,117.314494,31.851542
15450,可乐生活超市(荣成雅居苑店),supermarket,060400,大通路街道大通路89号荣成雅居苑,117.31295,31.859948
15451,云胜百货超市,supermarket,060400,和平路380号,117.317757,31.856174
15452,乡佐霞超市,supermarket,060400|060200,长淮街道站前路中铁快运对面,117.318595,31.883656
15453,好朋友光大店(光大国际广场店),supermarket,060200|060400,胜利路1号世贸商城1层,117.313451,31.882173
15454,鲜乐美超市(碧水雅居店),supermarket,060400,碧水雅居东南门南50米,117.336067,31.896155
15455,新百货超市,supermarket,060400,惠园西南门东南50米,117.305375,31.883954
15456,阳光汇景超市,supermarket,060400,新站区铜陵北路阳光汇景花园22,117.327127,31.897513
15457,鲜品荟生活超市,supermarket,060400,明光路327号锦绣豪庭(明光路地铁站D口步行430米),117.300722,31.872195
15458,百货超市,supermarket,060200|060400,明光路裕园新村1栋(明光路地铁站A口步行380米),117.305625,31.866575
15459,可乐生活超市(人才苑店),supermarket,060200|060400,花冲人才苑东南门北130米,117.332747,31.873787
15460,绿满园惠民农业超市(汪塘小区南区店),supermarket,060703|060400,定远路8号城市之家酒店旁边,117.331876,31.875374
15461,国枫园连锁超市(站塘路店),supermarket,060400,方庙街道凤阳东路与站塘路交口景辉家园5号楼,117.343956,31.871114
15462,惠品家超市(长淮店),supermarket,060400,琅琊山路长淮社居委1层,117.305037,31.875474
15463,联静超市,supermarket,060400|060200,群力新村西北门旁(三里街地铁站C口步行410米),117.309416,31.866059
15464,携手生活超市(巴黎春天店),supermarket,060400|060200,康城青少年宫西门南90米,117.335904,31.888076
15465,优一佳生活超市(香江生态丽景C区店),supermarket,060400,铜陵北路与白居易交口香江生态丽景C区62幢,117.329802,31.897319
15466,合瑞元超市(巴黎春天爱丽舍店),supermarket,060400,瑶海工业园区巴黎春天三期2栋3单元,117.336726,31.888815
15467,爱上街超市(光大国际广场店),supermarket,060400,胜利路街道光大国际A层,117.312922,31.882585
15468,亚亚超市(肥东路),supermarket,060400|060200,纺织二村西3门旁,117.326287,31.853471
15469,和友源超市(车站店),supermarket,060400|060200,站前路浙江商贸城E幢,117.319739,31.882985
15470,景和酒水 烟火连锁,supermarket,060200|060400,东二环路673号,117.338103,31.859342
15471,喜士多生活超市(蓝岸雅居店),supermarket,060400,蓝岸雅居西南门旁,117.310511,31.856978
15472,乐优选超市(长春都市花园店),supermarket,060400,长春都市花园东南2门旁,117.305405,31.88234
15473,泓诚超市,supermarket,060400,安徽大市场南2门旁,117.326051,31.876789
15474,乐颜超市(宝文花园店),supermarket,060400|060200,老崔酸菜鱼东南门旁,117.310212,31.884822
15475,家家旺超市(新亚店),supermarket,060400|060200,澳澜宝邸A东北门西北90米,117.304794,31.879312
15476,好朋友银领(时代小区店),supermarket,060200|060400,北二环和东二环银领时代花园15号108,117.344583,31.884546
15477,徽奥仟品超市(景荣花园店),supermarket,060400,景荣花园东南门东北60米,117.319922,31.880042
15478,诚信生鲜超市,supermarket,060400,采石路与明皇路交口向北100米,117.346904,31.878986
15479,凤志烟酒店(金盛家园店),supermarket,061210|060400|060200,金盛家园东门旁,117.344299,31.873831
15480,德信烟酒茶行,supermarket,060400,宝文国际装饰广场南1门东北250米,117.308761,31.886662
15481,幸福生活广场,supermarket,060400,巴黎春天爱丽舍西门旁,117.335933,31.889008
15482,喜客隆超市(张洼店),supermarket,060400,东明新村西南门旁(鸭林冲地铁站C2口步行460米),117.303531,31.88934
15483,庐铺生活超市,supermarket,060400,龙湖·上城北区南门东南70米,117.3247,31.884702
15484,王家超市(万货店),supermarket,060400,合肥市第三十八中学南陵路分校西门旁,117.325939,31.866511
15485,桦联生活超市(东方摩域艺术商业广场店),supermarket,060400,当涂路202号东方摩域艺术商业广场F1层,117.338368,31.86002
15486,国枫园连锁超市(林语人家店),supermarket,060400|060200,铜陵北路与东二环交口向东300米林语人家东门口,117.348943,31.886435
15487,高春生鲜超市,supermarket,060703|060400,汪塘路与定远路交叉口东80米,117.331699,31.875568
15488,品增优选超市(君柳河畔店),supermarket,060400,屯溪路65号君柳河畔小区3幢商102,117.30892,31.850766
15489,家天下社区团购店,supermarket,060400,扶疏路家天下三期南门西20米,117.320844,31.896057
15490,鑫客莱24小时精品生活超市,supermarket,060400,澳澜宝邸A东北门旁(长淮地铁站C2口步行450米),117.305248,31.878856
15491,喜众购超市(家天下店),supermarket,060200|060400,龙门岭路1034号安粮·双景佳苑8幢,117.324275,31.892875
15492,平价水果超市,supermarket,060704|060400,光大国际广场西南门西50米,117.312784,31.882405
15493,荣华超市(信达·格兰云天店),supermarket,060400|060200,瑶海工业园格兰云天花园一号楼,117.341602,31.890918
15494,乐购达超市,supermarket,060400,和平路安徽华源西区23号,117.327078,31.855503
15495,易品惠生活超市,supermarket,060400,文一墨香轩S1栋105,117.301858,31.889798
15496,家福乐超市(阳光汇景店),supermarket,060400,阳光汇景1-116号,117.326163,31.896068
15497,润宜佳生活超市(淮合花园店),supermarket,060400,淮合花园,117.306529,31.922183
15498,京商商贸城G区润万家超市,supermarket,060400,G1-1B139号,117.346015,31.930986
15499,润宜佳购物中心(兴海苑店),supermarket,060400,萧城萧城路与新海大道与新海大道,117.308194,31.905502
15500,满天星超市(兴海店),supermarket,060400,萧城路309号-3楼,117.305971,31.901159
15501,润万家超市H区店,supermarket,060400,京商商贸城H区-51B112号润万家生活超市,117.341231,31.929081
15502,华联超市(陶冲湖店),supermarket,060400,陶冲湖城市广场南门旁,117.342413,31.935897
15503,华联超市(长虹世纪荣廷店),supermarket,060400,皇藏峪路与月华路交口西北角,117.340131,31.905574
15504,联华生鲜超市(淮海大道店),supermarket,060400,淮海大道京商商贸城G区,117.345194,31.93251
15505,京兴烟酒超市,supermarket,061210|060400,京商商贸城J-6-4-114号,117.347339,31.931063
15506,大毛连锁超市宝湾八店,supermarket,060400,九顶山路与奎河路交口新站宝湾物流园区西北角,117.305139,31.936842
15507,合家悦邻里超市(皇藏峪路店),supermarket,060400,安徽恩达建筑工程有限公司停车场后面正西方向130米,117.33841,31.900714
15508,润万家省钱超市(北岗花园店),supermarket,060400,三十头镇铜陵北路与淮海大道交口东北角合肥弘盛商业广场,117.349078,31.934199
15509,品诺生活超市(世纪荣廷店),supermarket,060400,合肥市瑶海区工业园皇藏峪路长虹世纪荣廷南门,117.338876,31.906451
15510,桔多连锁超市(京商商贸城店),supermarket,060400,铜陵北路与泗水路交叉口东北260米,117.344224,31.92298
15511,第三家超市二店,supermarket,060400,新站区三十头镇翠柏路京商商贸城E区十街BU栋101室,117.338793,31.928868
15512,惠天下生活超市(京商国际商贸城E区日用百货店),supermarket,060400,新站京商商贸城E区十街BU栋,117.338046,31.929156
15513,世纪华联超市,supermarket,060400,淮海大道1120号,117.340707,31.933919
15514,益家生活超市(兴海苑三期店),supermarket,060400,萧城路兴海苑三期104门面,117.308772,31.90884
15515,旺佳福超市(杨岗店),supermarket,060400,淮海路与新蚌埠北路成功商务酒店旁,117.327246,31.943829
15516,好又多生鲜超市(京商店),supermarket,060400,京商商贸城E区六街CP栋106,117.34008,31.929728
15517,酒智慧超市(京商商贸城店),supermarket,061210|060400,新站区淮海大道1188号京商商贸城D区D2-1-11幢商铺101室,117.34128,31.933923
15518,金海烟酒超市(金海花园店),supermarket,060400,新蚌埠路金海花园小区B栋,117.312961,31.904835
15519,AA百货超市(京商店),supermarket,060400,京商商贸城J区十二街PL栋215室,117.348488,31.928033
15520,静然生鲜超市(瑶海佳苑菜市场店),supermarket,060703|060400,符离路与扶疏路交叉口东北220米,117.317116,31.900001
15521,百乐生活超市(大富新领地店),supermarket,060400,大富新领地东南2门旁,117.302469,31.924271
15522,陶胡生活超市,supermarket,060400,国购·京商商贸城南1门东南190米,117.348274,31.924832
15523,家家乐超市(兴海苑店),supermarket,060400|060200,兴海苑一期南门旁,117.303395,31.90172
15524,勤之园百货生活超市(京商国际商贸城D区店),supermarket,060400,淮海大道京商国际商贸城D区,117.340359,31.93404
15525,亿家乐超市(京商商贸城店),supermarket,060400,京商商贸城G区GE栋118,117.344832,31.931932
15526,合家鲟邻里超市(淮合花园店),supermarket,060400,沱河西路淮合花园菜市场二楼,117.307575,31.922125
15527,优品超市(陶冲湖店),supermarket,060400,三十头镇淮海大道陶冲湖城市广场S7幢,117.340601,31.936327
15528,润万家省钱超市,supermarket,060400,新店花园南区北门西北90米,117.323575,31.936675
15529,优鲜迈生活超市(瑶海店),supermarket,060400,张洼新村兴华苑B区,117.320325,31.905125
15530,好又多生活超市(淮肥佳苑店),supermarket,060400,淮肥佳苑兴华苑D区南区东门旁,117.317169,31.903868
15531,福徽超市(合肥市店),supermarket,060400,瑶海佳苑兴华苑C区北区西门南140米,117.316551,31.900609
15532,润万家超市(京商K区店),supermarket,060400,京商商贸城K区K-2-21商113,117.349079,31.924494
15533,优一佳生活超市(华润熙云府东区店),supermarket,060400,万罗山路华润熙云府-东区,117.304169,31.922553
15534,K区惠优买生活超市,supermarket,060400,翠柏路与卧龙湖路交叉口西240米,117.347285,31.924934
15535,物润美生活超市,supermarket,060400,符离路与扶疏路交叉口东北180米,117.316335,31.900025
15536,万家亿佰生活超市,supermarket,060400,皇藏峪路与珍珠路交叉口南200米,117.338375,31.900675
15537,上海中联超市(绿地香树花城店),supermarket,060400,绿地香树花城北门旁,117.327448,31.935456
15538,桔多超市京商D区,supermarket,060400,翠柏路27号京商商贸城,117.340025,31.934625
15539,合福超市(怀远路店),supermarket,060400,怀远路陶冲湖别院西北侧约270米,117.327478,31.945035
15540,悦润多生活超市(萧城路店),supermarket,060400,萧城路与扶蔬路路口,117.306122,31.901343
15541,园园生鲜超市(京商商贸城F区店),supermarket,060400,京商商贸城f区七街ih栋129,117.33766,31.926717
15542,华联优选超市(新站店),supermarket,060400,京商商贸城D区AA栋,117.339032,31.934341
15543,快易百货超市,supermarket,060400,铜陵北路京商商贸城J区,117.348557,31.929152
15544,张祖权超市(长虹世纪荣廷店),supermarket,060400,长虹世纪荣廷西北门旁,117.337193,31.9073
15545,惠选优品生鲜超市,supermarket,060400,月华路与皇藏峪路交叉口西北280米,117.337725,31.906625
15546,亿佰佳百货超市(光盛豪庭店),supermarket,060400,光盛豪庭东南门旁(十里村地铁站C口步行420米),117.344538,31.901642
15547,华联超市阅湖登科店,supermarket,060400,通淮南路777号,117.339488,31.936822
15548,福缘绿色生活超市(京商商贸城店),supermarket,060400,京商商贸城i区MA栋111号,117.342423,31.927149
15549,创全日用百货(馥邦广场店),supermarket,060400,铜陵北路与物流大道交口馥邦广场三号楼164,117.328567,31.901676
15550,上海中联超市(当涂北路店),supermarket,060400|060200,光盛豪庭1号商101号(十里村地铁站C口步行400米),117.344578,31.901674
15551,谊品惠超市,supermarket,060400,泗水路与卧龙湖路交叉口西北240米,117.345016,31.920417
15552,谢吴氏冷饮批发超市(张洼新村兴华苑B区店),supermarket,060400,张洼新村11栋103室,117.319202,31.904584
